id,behavior
20,MB_NON_ANIMATED_DOOR
1,MB_CAVE
80,MB_CAVE
81,MB_CAVE
82,MB_CAVE
83,MB_CAVE
84,MB_CAVE
85,MB_CAVE
86,MB_CAVE
88,MB_CAVE
89,MB_CAVE
90,MB_CAVE
91,MB_CAVE
92,MB_CAVE
93,MB_CAVE
94,MB_CAVE
96,MB_CAVE
97,MB_CAVE
98,MB_CAVE
99,MB_CAVE
100,MB_CAVE
101,MB_CAVE
115,MB_CAVE
116,MB_CAVE
117,MB_CAVE
118,MB_CAVE
119,MB_CAVE
120,MB_CAVE
121,MB_CAVE
122,MB_CAVE
123,MB_CAVE
124,MB_CAVE
125,MB_CAVE
128,MB_CAVE
129,MB_CAVE
130,MB_CAVE
131,MB_CAVE
132,MB_CAVE
133,MB_CAVE
195,MB_CAVE
202,MB_CAVE
204,MB_CAVE
211,MB_CAVE
216,MB_CAVE
224,MB_CAVE
225,MB_CAVE
232,MB_CAVE
233,MB_CAVE
7,MB_SOUTH_ARROW_WARP
160,MB_OCEAN_WATER
161,MB_OCEAN_WATER
162,MB_OCEAN_WATER
163,MB_OCEAN_WATER
164,MB_OCEAN_WATER
141,MB_OCEAN_WATER
203,MB_ICE
5,MB_LADDER
22,MB_LADDER
23,MB_LADDER
46,MB_LADDER
47,MB_LADDER
55,MB_LADDER
217,MB_THIN_ICE
218,MB_CRACKED_ICE
219,MB_CRACKED_FLOOR_HOLE
65,MB_JUMP_SOUTH
60,MB_JUMP_SOUTH
61,MB_JUMP_SOUTH
40,MB_JUMP_WEST
41,MB_JUMP_EAST
192,MB_JUMP_WEST
193,MB_JUMP_WEST
